"","GameID","Team","Opponent","Home","Win","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS"
"1987","400828881","Jazz","Cavaliers","1","1","35","71","12","27","12","14","8","32","40","20","3","4","12","15","94"
"1988","400828881","Cavaliers","Jazz","0","0","35","88","10","43","5","8","13","26","39","18","6","3","8","16","85"
"1989","400828882","Suns","Timberwolves","1","1","40","95","11","35","16","20","19","38","57","22","8","3","23","26","107"
"1990","400828882","Timberwolves","Suns","0","0","37","84","4","16","26","30","6","30","36","25","13","4","16","20","104"
"1991","400828883","Warriors","Pelicans","1","1","47","81","12","25","19","23","8","38","46","30","6","6","18","22","125"
"1992","400828883","Pelicans","Warriors","0","0","35","93","7","25","30","34","17","23","40","18","14","3","8","19","107"
"1993","400828884","Pacers","Celtics","1","1","39","84","5","12","20","28","11","34","45","18","9","7","13","18","103"
"1994","400828884","Celtics","Pacers","0","0","36","94","8","31","18","22","17","33","50","23","6","3","13","21","98"
"1995","400828885","Magic","Nuggets","1","1","44","81","8","25","20","25","6","29","35","28","7","4","13","20","116"
"1996","400828885","Nuggets","Magic","0","0","40","80","9","24","21","24","7","30","37","23","8","1","16","19","110"
"1997","400828886","Nets","76ers","1","1","47","90","10","24","27","31","14","38","52","23","12","3","12","20","131"
"1998","400828886","76ers","Nets","0","0","41","88","11","30","21","26","9","25","34","26","6","4","17","21","114"
"1999","400828887","Bucks","Raptors","1","0","34","77","2","13","19","26","10","27","37","18","8","3","7","16","89"
"2000","400828887","Raptors","Bucks","0","1","39","83","14","30","15","17","13","35","48","27","4","8","9","23","107"
"2001","400828888","Spurs","Clippers","1","1","44","82","8","20","12","16","12","30","42","25","6","4","10","21","108"
"2002","400828888","Clippers","Spurs","0","0","32","69","8","19","15","22","5","22","27","15","5","4","13","17","87"
"2003","400828889","Lakers","Kings","1","0","37","84","5","26","19","26","10","39","49","20","10","5","22","23","98"
"2004","400828889","Kings","Lakers","0","1","38","79","4","18","26","33","5","36","41","26","17","8","16","17","106"
"2005","400828890","Celtics","Thunder","1","0","40","93","5","19","24","27","16","26","42","17","4","4","11","22","109"
"2006","400828890","Thunder","Celtics","0","1","47","96","12","29","24","30","16","37","53","23","7","5","10","24","130"
"2007","400828891","Hornets","Magic","1","1","40","100","11","37","16","21","15","44","59","23","3","4","8","12","107"
"2008","400828891","Magic","Hornets","0","0","35","83","11","25","18","21","2","38","40","23","4","9","8","20","99"
"2009","400828892","Cavaliers","Mavericks","1","1","39","88","10","37","11","13","13","35","48","21","9","4","16","19","99"
"2010","400828892","Mavericks","Cavaliers","0","0","37","79","7","22","17","19","4","28","32","24","6","7","10","18","98"
"2011","400828893","Wizards","Bulls","1","1","43","88","13","21","18","24","9","38","47","25","12","6","15","19","117"
"2012","400828893","Bulls","Wizards","0","0","35","87","6","20","20","23","9","31","40","20","10","3","18","20","96"
"2013","400828894","Pistons","Hawks","1","0","39","84","8","25","28","39","9","39","48","23","3","4","13","25","114"
"2014","400828894","Hawks","Pistons","0","1","39","89","12","34","28","34","8","38","46","25","10","3","12","26","118"
"2015","400828895","Grizzlies","Timberwolves","1","0","44","100","4","20","16","21","27","24","51","22","3","8","10","21","108"
"2016","400828895","Timberwolves","Grizzlies","0","1","40","71","10","21","24","31","7","26","33","31","5","8","13","20","114"
"2017","400828896","Rockets","Clippers","1","0","40","82","9","25","17","24","13","26","39","23","5","3","15","25","106"
"2018","400828896","Clippers","Rockets","0","1","43","76","12","30","24","32","7","26","33","31","9","7","10","20","122"
"2019","400828897","Kings","Pelicans","1","0","42","90","9","18","15","17","8","31","39","23","7","2","11","18","108"
"2020","400828897","Pelicans","Kings","0","1","49","90","12","21","13","16","7","35","42","26","5","4","8","14","123"
"2021","400828898","Warriors","Knicks","1","1","46","91","18","37","11","12","12","42","54","32","4","8","12","13","121"
"2022","400828898","Knicks","Warriors","0","0","36","91","7","19","6","10","11","27","38","29","7","3","9","11","85"
"2023","400828899","Pacers","Raptors","1","0","35","91","8","28","16","23","9","39","48","21","9","7","14","32","94"
"2024","400828899","Raptors","Pacers","0","1","32","88","7","22","30","38","15","42","57","11","5","5","14","21","101"
"2025","400828900","76ers","Wizards","1","0","35","91","6","33","18","26","8","32","40","17","16","3","11","20","94"
"2026","400828900","Wizards","76ers","0","1","40","90","6","27","13","19","12","48","60","25","8","1","22","17","99"
"2027","400828901","Heat","Hornets","1","0","40","75","7","17","19","24","6","33","39","22","5","8","15","17","106"
"2028","400828901","Hornets","Heat","0","1","40","86","13","26","16","21","9","30","39","19","3","0","8","19","109"
"2029","400828902","Hawks","Nuggets","1","1","40","80","12","26","24","28","7","33","40","32","5","8","12","16","116"
"2030","400828902","Nuggets","Hawks","0","0","39","87","6","22","14","17","9","30","39","22","6","4","14","22","98"
"2031","400828903","Bulls","Nets","1","1","46","94","11","24","15","15","16","34","50","26","6","8","9","16","118"
"2032","400828903","Nets","Bulls","0","0","40","86","6","21","16","20","12","27","39","22","7","3","9","18","102"
"2033","400828904","Bucks","Grizzlies","1","1","37","75","5","19","17","25","9","35","44","21","7","17","12","15","96"
"2034","400828904","Grizzlies","Bucks","0","0","34","92","3","13","15","17","18","29","47","16","8","3","15","19","86"
"2035","400828905","Spurs","Trail Blazers","1","1","45","86","8","16","20","22","4","33","37","35","8","11","7","24","118"
"2036","400828905","Trail Blazers","Spurs","0","0","39","89","10","22","22","30","14","35","49","23","5","6","13","22","110"
"2037","400828906","Jazz","Suns","1","1","43","88","11","25","6","9","9","42","51","20","14","5","16","18","103"
"2038","400828906","Suns","Jazz","0","0","28","82","6","26","7","14","10","33","43","14","9","1","21","16","69"
"2039","400828907","Magic","Cavaliers","1","0","37","82","11","22","18","22","9","27","36","24","12","4","13","24","103"
"2040","400828907","Cavaliers","Magic","0","1","38","76","13","28","20","27","9","32","41","23","7","4","19","21","109"
"2041","400828908","76ers","Thunder","1","0","35","89","10","29","17","27","10","26","36","24","11","5","8","17","97"
"2042","400828908","Thunder","76ers","0","1","45","89","7","22","14","18","16","47","63","27","3","8","20","24","111"
"2043","400828909","Pistons","Kings","1","1","44","92","12","26","15","18","16","33","49","25","7","6","15","22","115"
"2044","400828909","Kings","Pistons","0","0","40","79","4","15","24","29","7","28","35","21","8","4","11","20","108"
"2045","400828910","Raptors","Celtics","1","1","37","77","13","28","18","25","7","33","40","18","10","8","12","19","105"
"2046","400828910","Celtics","Raptors","0","0","36","82","9","21","10","12","7","30","37","18","8","3","15","18","91"
"2047","400828911","Rockets","Timberwolves","1","1","48","85","11","29","9","14","13","29","42","31","9","7","17","19","116"
"2048","400828911","Timberwolves","Rockets","0","0","43","85","6","16","19","24","11","24","35","30","14","4","12","14","111"
"2049","400828912","Pelicans","Trail Blazers","1","0","40","83","10","21","22","28","3","31","34","23","7","4","7","26","112"
"2050","400828912","Trail Blazers","Pelicans","0","1","36","78","9","27","36","40","6","39","45","17","4","3","12","26","117"
"2051","400828913","Mavericks","Warriors","1","0","41","93","9","29","21","22","11","35","46","25","4","8","12","15","112"
"2052","400828913","Warriors","Mavericks","0","1","48","95","22","38","12","14","5","37","42","35","8","7","12","21","130"
"2053","400828914","Lakers","Suns","1","0","31","86","6","23","22","26","12","38","50","21","4","6","12","21","90"
"2054","400828914","Suns","Lakers","0","1","32","89","8","30","23","26","17","40","57","19","5","6","11","21","95"
"2055","400828915","Hornets","Nuggets","1","0","35","83","9","32","14","20","8","30","38","22","6","13","11","18","93"
"2056","400828915","Nuggets","Hornets","0","1","38","87","9","18","16","23","14","37","51","19","6","4","13","21","101"
"2057","400828916","Hawks","Rockets","1","1","44","88","14","38","7","12","9","31","40","32","12","6","16","20","109"
"2058","400828916","Rockets","Hawks","0","0","33","84","5","23","26","31","15","36","51","15","11","3","17","17","97"
"2059","400828917","Pistons","Nets","1","1","46","94","10","24","13","21","15","30","45","30","5","4","6","17","115"
"2060","400828917","Nets","Pistons","0","0","42","80","5","14","14","21","6","34","40","24","3","5","9","22","103"
"2061","400828918","Pacers","Thunder","1","0","40","83","9","22","22","30","8","26","34","28","11","2","12","18","111"
"2062","400828918","Thunder","Pacers","0","1","42","80","10","28","21","26","9","36","45","26","8","4","18","25","115"
"2063","400828919","Wizards","Knicks","1","1","39","87","8","29","13","17","8","34","42","24","7","4","8","16","99"
"2064","400828919","Knicks","Wizards","0","0","32","81","10","21","15","17","9","33","42","21","2","9","17","18","89"
"2065","400828920","Heat","Cavaliers","1","1","46","84","11","19","19","23","13","29","42","29","7","5","11","14","122"
"2066","400828920","Cavaliers","Heat","0","0","40","76","10","24","11","13","3","23","26","19","6","3","14","22","101"
"2067","400828921","Bulls","Jazz","1","1","39","80","6","19","8","11","11","31","42","24","4","6","11","12","92"
"2068","400828921","Jazz","Bulls","0","0","35","86","8","27","7","12","15","25","40","22","5","4","10","14","85"
"2069","400828922","Grizzlies","Clippers","1","1","40","82","4","15","29","36","18","26","44","23","9","5","13","28","113"
"2070","400828922","Clippers","Grizzlies","0","0","31","66","12","30","28","39","4","26","30","18","8","8","14","27","102"
"2071","400828923","Spurs","Warriors","1","1","32","78","8","21","15","18","14","39","53","17","4","6","17","19","87"
"2072","400828923","Warriors","Spurs","0","0","31","82","9","36","8","10","7","30","37","24","12","3","10","21","79"
"2073","400828924","Mavericks","Trail Blazers","1","1","49","89","15","25","19","23","8","42","50","31","7","8","16","21","132"
"2074","400828924","Trail Blazers","Mavericks","0","0","42","104","18","46","18","28","22","30","52","25","9","4","14","22","120"
"2075","400828925","Raptors","Magic","1","1","35","81","6","20","29","45","14","31","45","18","8","7","10","18","105"
"2076","400828925","Magic","Raptors","0","0","40","83","8","22","12","18","7","33","40","20","4","8","12","30","100"
"2077","400828926","76ers","Celtics","1","0","39","92","8","21","19","27","12","28","40","28","5","7","11","19","105"
"2078","400828926","Celtics","76ers","0","1","46","94","10","25","18","21","14","39","53","28","8","3","13","24","120"
"2079","400828927","Pelicans","Clippers","1","1","35","71","7","21","32","40","10","44","54","22","9","1","23","34","109"
"2080","400828927","Clippers","Pelicans","0","0","33","82","10","39","29","42","7","28","35","21","12","5","12","28","105"
"2081","400828928","Bucks","Jazz","1","0","34","65","3","8","14","17","2","25","27","21","10","10","13","11","85"
"2082","400828928","Jazz","Bucks","0","1","34","83","13","38","13","14","16","28","44","24","8","4","17","13","94"
"2083","400828929","Knicks","Kings","1","0","32","91","4","19","12","15","19","36","55","16","5","7","14","16","80"
"2084","400828929","Kings","Knicks","0","1","35","88","7","25","11","14","12","37","49","20","11","3","11","15","88"
"2085","400828930","Hornets","Spurs","1","1","35","87","8","19","13","19","10","36","46","18","11","5","14","12","91"
"2086","400828930","Spurs","Hornets","0","0","37","86","4","17","10","13","9","38","47","23","9","12","16","17","88"
"2087","400828931","Cavaliers","Nuggets","1","1","48","86","15","31","13","17","8","35","43","38","10","4","12","19","124"
"2088","400828931","Nuggets","Cavaliers","0","0","32","81","8","22","19","25","10","25","35","19","10","4","16","16","91"
"2089","400828932","Pacers","76ers","1","1","35","81","10","26","11","13","7","38","45","18","7","5","12","20","91"
"2090","400828932","76ers","Pacers","0","0","31","80","4","18","9","14","10","34","44","15","4","4","15","17","75"
"2091","400828933","Celtics","Magic","1","1","40","85","7","22","20","24","9","37","46","22","8","6","14","16","107"
"2092","400828933","Magic","Celtics","0","0","39","93","5","19","13","19","14","31","45","15","9","7","11","20","96"
"2093","400828934","Pistons","Bucks","1","1","35","85","9","33","13","17","10","29","39","18","6","3","12","14","92"
"2094","400828934","Bucks","Pistons","0","0","41","76","5","9","4","7","5","35","40","23","5","7","13","20","91"
"2095","400828935","Hawks","Wizards","1","0","38","78","13","33","13","17","2","31","33","23","5","6","14","15","102"
"2096","400828935","Wizards","Hawks","0","1","46","91","13","25","12","20","9","35","44","27","10","3","9","17","117"
"2097","400828936","Bulls","Kings","1","1","41","91","12","24","15","23","11","29","40","28","13","7","9","16","109"
"2098","400828936","Kings","Bulls","0","0","40","88","9","29","13","16","14","36","50","23","6","2","19","19","102"
"2099","400828937","Timberwolves","Warriors","1","0","36","82","7","19","25","30","10","27","37","26","8","5","15","20","104"
"2100","400828937","Warriors","Timberwolves","0","1","43","87","8","24","15","24","13","31","44","31","13","10","16","20","109"
"2101","400828938","Suns","Grizzlies","1","0","30","76","11","28","26","34","9","36","45","22","8","10","17","18","97"
"2102","400828938","Grizzlies","Suns","0","1","39","90","8","20","17","19","10","35","45","18","10","4","13","27","103"
"2103","400828939","Nets","Hornets","1","0","34","74","8","18","24","27","6","38","44","21","4","2","16","24","100"
"2104","400828939","Hornets","Nets","0","1","39","82","10","28","17","21","3","33","36","21","7","5","8","21","105"
"2105","400828940","Pelicans","Heat","1","0","34","87","7","16","24","30","11","31","42","16","7","1","12","25","99"
"2106","400828940","Heat","Pelicans","0","1","44","88","3","19","22","27","14","39","53","21","5","5","12","22","113"
"2107","400828941","Thunder","Rockets","1","1","41","91","8","35","21","29","13","33","46","22","10","7","13","17","111"
"2108","400828941","Rockets","Thunder","0","0","40","92","13","37","14","17","13","34","47","26","9","3","15","27","107"
"2109","400828942","Lakers","Grizzlies","1","1","39","77","6","19","23","24","11","29","40","21","10","4","20","23","107"
"2110","400828942","Grizzlies","Lakers","0","0","40","80","4","15","16","23","13","20","33","23","13","2","20","26","100"
"2111","400828943","Wizards","Hawks","1","0","39","92","12","30","11","12","10","33","43","25","7","2","18","22","101"
"2112","400828943","Hawks","Wizards","0","1","45","84","17","42","15","22","7","34","41","32","10","5","16","17","122"
"2113","400828944","Celtics","Raptors","1","1","35","80","8","20","13","21","7","41","48","24","5","5","8","18","91"
"2114","400828944","Raptors","Celtics","0","0","31","89","6","22","11","20","15","37","52","13","3","7","11","15","79"
"2115","400828945","Pistons","Magic","1","1","43","80","11","24","21","25","9","36","45","30","4","5","15","15","118"
"2116","400828945","Magic","Pistons","0","0","39","98","8","25","16","19","17","27","44","24","9","3","6","19","102"
"2117","400828946","Cavaliers","Bucks","1","1","40","83","10","34","23","27","17","25","42","29","6","8","12","17","113"
"2118","400828946","Bucks","Cavaliers","0","0","43","80","7","16","11","15","10","21","31","23","8","4","14","24","104"
"2119","400828947","Bulls","Knicks","1","0","38","82","15","32","16","21","6","28","34","29","7","5","6","12","107"
"2120","400828947","Knicks","Bulls","0","1","45","87","14","25","11","15","14","39","53","28","4","6","10","16","115"
"2121","400828948","Rockets","Jazz","1","0","33","74","9","23","12","22","4","28","32","22","13","9","14","21","87"
"2122","400828948","Jazz","Rockets","0","1","31","77","11","29","16","20","13","35","48","22","8","5","22","19","89"
"2123","400828949","Timberwolves","Kings","1","1","45","80","5","13","18","32","9","34","43","29","8","6","17","18","113"
"2124","400828949","Kings","Timberwolves","0","0","42","91","8","20","12","23","14","26","40","23","6","4","17","25","104"
"2125","400828950","Spurs","Heat","1","1","42","81","8","14","20","24","10","34","44","26","7","4","10","12","112"
"2126","400828950","Heat","Spurs","0","0","37","77","7","14","7","12","6","30","36","23","8","6","14","16","88"
"2127","400828951","Nuggets","76ers","1","1","33","76","6","17","32","40","7","39","46","18","7","9","16","19","104"
"2128","400828951","76ers","Nuggets","0","0","37","94","15","37","14","15","8","37","45","26","7","4","9","27","103"
"2129","400828952","Suns","Lakers","1","1","47","93","13","28","12","20","15","37","52","31","6","4","13","21","119"
"2130","400828952","Lakers","Suns","0","0","39","93","7","27","22","26","14","27","41","13","6","6","10","24","107"
"2131","400828953","Warriors","Clippers","1","1","39","87","15","34","21","28","11","39","50","23","9","5","12","20","114"
"2132","400828953","Clippers","Warriors","0","0","36","85","8","28","18","27","8","38","46","21","8","7","10","22","98"
"2133","400828954","Trail Blazers","Mavericks","1","1","40","89","7","27","22","25","11","35","46","19","12","8","13","12","109"
"2134","400828954","Mavericks","Trail Blazers","0","0","42","96","9","30","10","11","11","36","47","21","8","6","17","17","103"
"2135","400828955","Pacers","Pelicans","1","1","36","79","7","20","13","15","3","41","44","26","10","6","13","12","92"
"2136","400828955","Pelicans","Pacers","0","0","35","85","4","16","10","14","9","38","47","15","7","0","16","16","84"
"2137","400828956","Nets","Cavaliers","1","1","41","89","8","22","14","19","10","36","46","28","10","5","9","16","104"
"2138","400828956","Cavaliers","Nets","0","0","39","89","10","38","7","9","11","34","45","22","3","2","14","20","95"
"2139","400828957","Knicks","Bulls","1","1","39","76","13","30","15","16","5","40","45","19","4","9","17","12","106"
"2140","400828957","Bulls","Knicks","0","0","37","89","6","25","14","18","7","27","34","15","9","2","8","14","94"
"2141","400828958","Thunder","Jazz","1","1","45","83","9","22","14","22","10","29","39","27","13","4","14","16","113"
"2142","400828958","Jazz","Thunder","0","0","35","73","5","22","16","23","9","27","36","18","8","3","18","22","91"
"2143","400828959","Clippers","Trail Blazers","1","1","37","82","4","19","18","28","11","36","47","21","9","5","16","29","96"
"2144","400828959","Trail Blazers","Clippers","0","0","32","80","6","24","24","32","9","32","41","18","10","5","15","25","94"
"2145","400828960","Wizards","Timberwolves","1","0","50","100","13","29","16","23","13","32","45","37","7","2","14","22","129"
"2146","400828960","Timberwolves","Wizards","0","1","51","96","8","26","22","22","8","34","42","33","9","2","14","22","132"
"2147","400828961","Pistons","Hornets","1","1","42","91","8","30","20","26","15","47","62","22","4","6","14","22","112"
"2148","400828961","Hornets","Pistons","0","0","37","93","14","30","17","22","7","35","42","24","8","2","7","21","105"
"2149","400828962","Heat","Magic","1","1","40","80","5","15","23","33","12","33","45","23","9","7","11","20","108"
"2150","400828962","Magic","Heat","0","0","36","84","6","18","19","28","14","28","42","20","7","1","14","24","97"
"2151","400828963","Hawks","Bucks","1","1","41","97","5","32","14","17","17","28","45","26","10","6","11","21","101"
"2152","400828963","Bucks","Hawks","0","0","35","84","3","13","17","26","16","33","49","16","4","9","15","16","90"
"2153","400828964","Rockets","Raptors","1","1","42","81","12","22","16","35","13","35","48","25","3","11","16","23","112"
"2154","400828964","Raptors","Rockets","0","0","39","94","13","31","18","26","15","30","45","23","9","5","10","24","109"
"2155","400828965","Spurs","Grizzlies","1","1","44","77","7","18","15","18","8","29","37","25","7","5","14","12","110"
"2156","400828965","Grizzlies","Spurs","0","0","44","83","7","18","9","13","8","23","31","23","11","4","10","19","104"
"2157","400828966","Kings","Suns","1","1","40","90","7","22","29","39","12","40","52","28","10","7","12","22","116"
"2158","400828966","Suns","Kings","0","0","35","94","9","32","15","23","18","39","57","20","4","2","22","27","94"
"2159","400828967","Warriors","Mavericks","1","1","43","88","21","45","21","23","7","33","40","30","8","10","7","16","128"
"2160","400828967","Mavericks","Warriors","0","0","43","96","18","35","16","21","15","36","51","31","3","6","11","19","120"
"2161","400828968","Lakers","Nuggets","1","0","37","85","10","23","21","26","7","36","43","23","6","3","11","19","105"
"2162","400828968","Nuggets","Lakers","0","1","45","94","10","26","16","24","13","35","48","31","5","7","9","22","116"
"2163","400828969","Nets","Pacers","1","1","42","77","5","11","31","36","7","33","40","24","13","1","20","23","120"
"2164","400828969","Pacers","Nets","0","0","37","77","11","24","25","30","6","25","31","24","15","4","19","26","110"
"2165","400828970","Magic","Bulls","1","1","48","89","7","19","8","12","12","38","50","32","5","7","13","21","111"
"2166","400828970","Bulls","Magic","0","0","36","88","6","24","11","17","11","29","40","20","2","3","13","16","89"
"2167","400828971","Pelicans","Raptors","1","0","37","85","4","15","13","20","9","27","36","22","6","1","7","18","91"
"2168","400828971","Raptors","Pelicans","0","1","39","73","12","29","25","28","7","41","48","24","6","7","13","18","115"
"2169","400828972","Pistons","Hawks","1","0","34","88","7","29","20","28","14","39","53","25","2","4","11","14","95"
"2170","400828972","Hawks","Pistons","0","1","43","95","13","34","13","14","5","34","39","34","6","7","4","21","112"
"2171","400828973","Knicks","Cavaliers","1","0","33","79","8","23","19","28","10","31","41","20","5","0","8","23","93"
"2172","400828973","Cavaliers","Knicks","0","1","37","83","14","34","19","25","15","38","53","21","6","5","9","23","107"
"2173","400828974","Timberwolves","Jazz","1","0","32","84","4","11","16","19","9","32","41","18","9","4","10","13","84"
"2174","400828974","Jazz","Timberwolves","0","1","39","83","9","21","6","7","7","38","45","21","5","9","12","16","93"
"2175","400828975","Thunder","Spurs","1","1","44","85","7","20","16","18","13","34","47","19","6","5","17","18","111"
"2176","400828975","Spurs","Thunder","0","0","37","86","4","15","14","17","13","21","34","14","8","3","12","17","92"
"2177","400828976","Bucks","Hornets","1","0","37","84","4","15","13","15","9","28","37","26","6","3","9","16","91"
"2178","400828976","Hornets","Bucks","0","1","41","74","16","29","17","21","5","30","35","30","6","8","8","11","115"
"2179","400828977","Suns","Celtics","1","0","37","85","7","31","18","21","12","32","44","19","7","3","20","24","99"
"2180","400828977","Celtics","Suns","0","1","35","84","8","29","24","27","17","32","49","14","7","3","19","23","102"
"2181","400828978","Trail Blazers","76ers","1","1","38","91","8","25","24","30","11","45","56","21","9","5","10","21","108"
"2182","400828978","76ers","Trail Blazers","0","0","39","93","10","38","17","24","10","43","53","21","5","6","13","22","105"
"2183","400828979","Clippers","Nuggets","1","1","38","80","10","28","19","26","17","27","44","24","13","11","14","19","105"
"2184","400828979","Nuggets","Clippers","0","0","37","94","7","29","9","13","20","24","44","24","7","5","15","19","90"
"2185","400828980","Pacers","Rockets","1","1","41","87","9","26","13","20","15","35","50","25","9","6","13","23","104"
"2186","400828980","Rockets","Pacers","0","0","38","85","7","33","18","27","11","33","44","17","7","3","14","18","101"
"2187","400828981","Warriors","76ers","1","1","44","83","14","33","15","20","7","37","44","32","9","4","18","15","117"
"2188","400828981","76ers","Warriors","0","0","42","90","10","30","11","12","9","28","37","27","10","3","12","20","105"
"2189","400828982","Kings","Mavericks","1","1","51","82","9","20","22","30","6","35","41","32","11","3","11","18","133"
"2190","400828982","Mavericks","Kings","0","0","42","88","8","24","19","24","12","29","41","22","6","2","13","24","111"
"2191","400828983","Lakers","Wizards","1","0","33","87","7","28","15","17","12","30","42","15","12","0","18","26","88"
"2192","400828983","Wizards","Lakers","0","1","39","72","7","18","16","29","6","36","42","23","12","2","18","17","101"
"2193","400828984","Heat","Nets","1","1","48","84","5","16","9","12","7","25","32","25","11","4","12","14","110"
"2194","400828984","Nets","Heat","0","0","41","77","3","11","14","18","10","26","36","20","8","2","20","10","99"
"2195","400828985","Raptors","Thunder","1","0","38","93","8","24","16","23","12","28","40","19","4","7","9","21","100"
"2196","400828985","Thunder","Raptors","0","1","41","86","11","26","26","32","12","41","53","29","7","5","10","22","119"
"2197","400828986","Bulls","Hawks","1","0","40","106","9","22","11","15","18","40","58","22","4","5","7","17","100"
"2198","400828986","Hawks","Bulls","0","1","36","85","5","22","25","28","7","41","48","22","4","13","8","13","102"
"2199","400828987","Grizzlies","Spurs","1","0","33","83","6","19","15","24","13","26","39","19","8","4","14","22","87"
"2200","400828987","Spurs","Grizzlies","0","1","37","72","5","15","22","30","10","33","43","23","9","7","14","21","101"
"2201","400828988","Timberwolves","Suns","1","1","41","81","7","26","32","40","11","30","41","22","10","3","18","18","121"
"2202","400828988","Suns","Timberwolves","0","0","41","84","15","33","19","23","7","29","36","22","9","2","21","34","116"
"2203","400828989","Pelicans","Knicks","1","1","32","75","8","19","27","37","6","41","47","18","11","3","13","16","99"
"2204","400828989","Knicks","Pelicans","0","0","36","89","10","31","9","13","6","36","42","26","9","6","14","26","91"
"2205","400828990","Nuggets","Mavericks","1","0","31","70","9","24","17","19","6","38","44","20","3","4","21","20","88"
"2206","400828990","Mavericks","Nuggets","0","1","36","88","11","32","14","15","9","25","34","23","14","6","3","20","97"
"2207","400828991","Jazz","Lakers","1","1","46","89","17","32","14","19","13","44","57","26","4","7","7","18","123"
"2208","400828991","Lakers","Jazz","0","0","26","85","7","20","16","22","7","30","37","11","5","6","9","19","75"
"2209","400828992","Trail Blazers","Kings","1","1","38","80","14","29","15","18","5","37","42","25","6","10","19","23","105"
"2210","400828992","Kings","Trail Blazers","0","0","37","89","7","15","12","19","11","32","43","20","11","2","14","20","93"
"2211","400828993","Clippers","Celtics","1","1","44","84","11","25","15","18","9","36","45","29","13","5","14","23","114"
"2212","400828993","Celtics","Clippers","0","0","31","89","7","19","21","27","18","31","49","14","7","4","16","17","90"
"2213","400828994","Pacers","Bulls","1","0","39","90","3","19","15","17","13","31","44","20","9","6","11","16","96"
"2214","400828994","Bulls","Pacers","0","1","37","87","10","26","14","16","12","29","41","22","5","6","15","19","98"
"2215","400828995","Magic","Nets","1","1","56","91","14","27","13","19","5","30","35","40","11","5","10","29","139"
"2216","400828995","Nets","Magic","0","0","37","79","5","14","26","39","14","25","39","19","7","5","18","18","105"
"2217","400828996","76ers","Hornets","1","0","30","96","16","44","9","10","9","36","45","20","8","5","10","18","85"
"2218","400828996","Hornets","76ers","0","1","38","87","7","25","17","18","9","55","64","26","6","6","15","7","100"
"2219","400828997","Pistons","Thunder","1","1","33","87","4","19","18","20","16","37","53","20","6","4","16","18","88"
"2220","400828997","Thunder","Pistons","0","0","31","82","6","21","14","22","14","31","45","16","10","7","19","21","82"
"2221","400828998","Cavaliers","Rockets","1","0","31","86","14","40","24","28","10","28","38","21","5","5","11","31","100"
"2222","400828998","Rockets","Cavaliers","0","1","38","79","9","25","21","42","14","41","55","23","7","5","14","24","106"
"2223","400828999","Warriors","Wizards","1","1","38","87","11","25","15","23","7","48","55","27","11","6","16","23","102"
"2224","400828999","Wizards","Warriors","0","0","36","86","5","23","17","27","7","41","48","26","6","7","17","19","94"
"2225","400829000","Raptors","Hawks","1","1","36","80","11","23","22","28","8","36","44","26","14","4","11","19","105"
"2226","400829000","Hawks","Raptors","0","0","37","83","14","33","9","13","11","33","44","24","3","7","18","19","97"
"2227","400829001","Grizzlies","Nuggets","1","0","41","95","6","19","17","27","20","26","46","18","5","4","10","19","105"
"2228","400829001","Nuggets","Grizzlies","0","1","38","78","13","29","20","24","11","31","42","24","4","7","14","29","109"
"2229","400829002","Bucks","Suns","1","1","37","77","6","15","25","34","9","29","38","21","13","9","13","23","105"
"2230","400829002","Suns","Bucks","0","0","38","84","5","24","13","17","15","34","49","23","6","4","22","23","94"
"2231","400829003","Timberwolves","Clippers","1","0","30","87","8","23","11","17","14","39","53","20","2","1","16","15","79"
"2232","400829003","Clippers","Timberwolves","0","1","37","84","9","31","16","18","7","34","41","26","8","9","7","17","99"
"2233","400829004","Mavericks","Knicks","1","1","35","85","8","25","13","17","14","28","42","18","7","1","15","15","91"
"2234","400829004","Knicks","Mavericks","0","0","35","77","3","17","16","18","9","34","43","17","11","2","20","19","89"
"2235","400829005","Spurs","Pelicans","1","1","36","75","12","24","16","22","6","32","38","23","10","8","12","18","100"
"2236","400829005","Pelicans","Spurs","0","0","36","80","8","17","12","18","11","33","44","27","6","0","17","17","92"
"2237","400829006","Jazz","Warriors","1","0","37","92","9","32","13","29","16","38","54","14","11","2","15","23","96"
"2238","400829006","Warriors","Jazz","0","1","39","89","12","35","13","18","9","37","46","19","6","6","18","21","103"
"2239","400829007","Kings","Wizards","1","1","47","84","8","18","18","25","6","34","40","27","13","6","16","15","120"
"2240","400829007","Wizards","Kings","0","0","43","89","9","26","16","20","10","32","42","30","6","4","20","19","111"
"2241","400829008","Lakers","Heat","1","1","37","102","6","20","22","29","19","30","49","14","9","5","9","21","102"
"2242","400829008","Heat","Lakers","0","0","41","86","3","17","15","26","14","41","55","26","6","13","17","23","100"
"2243","400829009","Cavaliers","Nets","1","1","38","87","12","38","19","24","9","41","50","29","10","7","17","17","107"
"2244","400829009","Nets","Cavaliers","0","0","35","94","4","21","13","21","13","42","55","26","12","4","17","19","87"
"2245","400829010","Pacers","Magic","1","0","36","86","7","19","15","21","17","32","49","18","11","4","19","18","94"
"2246","400829010","Magic","Pacers","0","1","48","90","5","16","13","18","13","31","44","26","6","6","13","18","114"
